name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Albany,42.653,-73.757,2025-07-16,89.8,72.0,7.2,0.0,77
Albany,42.653,-73.757,2025-07-17,91.4,75.3,8.5,0.0,76
Albany,42.653,-73.757,2025-07-18,78.7,63.6,9.4,0.0,65
Albany,42.653,-73.757,2025-07-19,82.6,59.0,8.1,0.0,68
Albany,42.653,-73.757,2025-07-20,81.8,70.2,11.2,0.66,80
Albany,42.653,-73.757,2025-07-21,77.0,64.8,11.4,0.0,64
Albany,42.653,-73.757,2025-07-22,76.8,55.6,5.6,0.0,60
Albany,42.653,-73.757,2025-07-23,79.1,60.0,8.5,0.0,65
Albany,42.653,-73.757,2025-07-24,90.8,64.4,10.1,0.0,70
Albany,42.653,-73.757,2025-07-25,83.3,73.1,9.2,0.33,81
Albany,42.653,-73.757,2025-07-26,84.7,65.3,5.6,0.0,66
Albany,42.653,-73.757,2025-07-27,81.8,63.9,11.0,3.65,81
Albany,42.653,-73.757,2025-07-28,89.8,70.1,6.0,0.0,73
Albany,42.653,-73.757,2025-07-29,94.6,68.9,9.4,0.0,71
Albany,42.653,-73.757,2025-07-30,94.3,65.3,9.8,0.0,67
Albany,42.653,-73.757,2025-07-31,76.1,63.7,8.5,0.02,62
Albany,42.653,-73.757,2025-08-01,64.9,61.3,6.3,1.6,89
Albany,42.653,-73.757,2025-08-02,80.8,54.0,5.1,0.0,64
Albany,42.653,-73.757,2025-08-03,85.6,57.9,3.1,0.0,70
Albany,42.653,-73.757,2025-08-04,88.3,63.3,4.7,0.0,68
Sacramento,38.582,-121.493,2025-07-06,96.9,52.9,13.4,0.0,56
Sacramento,38.582,-121.493,2025-07-07,94.7,54.9,15.0,0.0,54
Sacramento,38.582,-121.493,2025-07-08,92.4,55.9,12.1,0.0,58
Sacramento,38.582,-121.493,2025-07-09,96.4,55.1,10.5,0.0,54
Sacramento,38.582,-121.493,2025-07-10,109.0,64.3,13.4,0.0,35
Sacramento,38.582,-121.493,2025-07-11,109.1,65.3,13.4,0.0,41
Sacramento,38.582,-121.493,2025-07-12,103.3,64.1,15.0,0.0,46
Sacramento,38.582,-121.493,2025-07-13,100.2,56.4,13.9,0.0,55
Sacramento,38.582,-121.493,2025-07-14,103.7,57.9,14.5,0.0,50
Sacramento,38.582,-121.493,2025-07-15,92.5,55.2,16.3,0.0,58
Sacramento,38.582,-121.493,2025-07-16,88.0,55.7,15.4,0.0,63
Sacramento,38.582,-121.493,2025-07-17,93.1,54.8,13.9,0.0,61
Sacramento,38.582,-121.493,2025-07-18,96.4,55.3,14.8,0.0,60
Sacramento,38.582,-121.493,2025-07-19,96.3,54.6,13.2,0.0,60
Sacramento,38.582,-121.493,2025-07-20,93.6,54.5,16.8,0.0,62
Sacramento,38.582,-121.493,2025-07-21,86.5,56.5,17.4,0.0,66
Sacramento,38.582,-121.493,2025-07-22,69.8,59.4,14.1,0.0,74
Sacramento,38.582,-121.493,2025-07-23,86.2,54.7,15.4,0.0,61
Sacramento,38.582,-121.493,2025-07-24,90.6,56.1,15.0,0.0,59
Sacramento,38.582,-121.493,2025-07-25,86.1,56.7,16.6,0.0,68
Sacramento,38.582,-121.493,2025-07-26,83.1,56.6,13.9,0.0,68
Sacramento,38.582,-121.493,2025-07-27,89.4,56.6,13.6,0.0,65
Sacramento,38.582,-121.493,2025-07-28,94.1,56.7,13.0,0.0,63
Sacramento,38.582,-121.493,2025-07-29,94.4,55.4,13.9,0.0,60
Sacramento,38.582,-121.493,2025-07-30,94.8,57.6,14.5,0.0,63
Sacramento,38.582,-121.493,2025-07-31,99.0,57.7,13.2,0.0,63
Sacramento,38.582,-121.493,2025-08-01,99.5,58.5,13.6,0.0,59
Sacramento,38.582,-121.493,2025-08-02,100.4,57.9,13.0,0.0,61
Sacramento,38.582,-121.493,2025-08-03,95.2,57.0,15.2,0.0,61
Sacramento,38.582,-121.493,2025-08-04,94.8,56.7,13.0,0.0,60
Springfield,42.101,-72.59,2025-07-06,94.1,69.2,11.6,0.0,65
Springfield,42.101,-72.59,2025-07-07,90.0,71.7,9.4,0.0,82
Springfield,42.101,-72.59,2025-07-08,91.8,74.7,6.9,0.15,78
Springfield,42.101,-72.59,2025-07-09,76.4,70.1,4.9,0.48,82
Springfield,42.101,-72.59,2025-07-10,76.8,68.8,7.4,0.0,87
Springfield,42.101,-72.59,2025-07-11,82.0,70.0,4.9,0.0,82
Springfield,42.101,-72.59,2025-07-12,83.3,71.6,5.6,0.0,86
Springfield,42.101,-72.59,2025-07-13,81.4,66.8,9.2,0.0,87
Springfield,42.101,-72.59,2025-07-14,82.4,71.6,6.3,0.38,85
Springfield,42.101,-72.59,2025-07-15,91.3,72.5,7.4,0.0,80
Springfield,42.101,-72.59,2025-07-16,87.8,71.9,10.3,0.0,82
Springfield,42.101,-72.59,2025-07-17,88.2,75.3,9.8,0.0,85
Springfield,42.101,-72.59,2025-07-18,77.6,68.5,10.1,1.7,67
Springfield,42.101,-72.59,2025-07-19,83.4,59.6,7.8,0.0,65
Springfield,42.101,-72.59,2025-07-20,82.3,70.9,9.6,0.65,84
Springfield,42.101,-72.59,2025-07-21,79.1,67.0,11.9,0.0,59
Springfield,42.101,-72.59,2025-07-22,75.1,57.4,4.3,0.0,57
Springfield,42.101,-72.59,2025-07-23,79.4,60.4,8.1,0.0,66
Springfield,42.101,-72.59,2025-07-24,91.5,66.2,10.3,0.0,67
Springfield,42.101,-72.59,2025-07-25,86.1,72.0,10.3,0.96,80
Springfield,42.101,-72.59,2025-07-26,85.4,70.3,6.7,0.0,57
Springfield,42.101,-72.59,2025-07-27,79.6,63.7,7.4,0.4,75
Springfield,42.101,-72.59,2025-07-28,93.1,71.4,6.5,0.0,70
Springfield,42.101,-72.59,2025-07-29,97.5,71.1,8.3,0.0,61
Springfield,42.101,-72.59,2025-07-30,97.2,69.4,14.3,0.0,63
Springfield,42.101,-72.59,2025-07-31,77.2,65.7,8.9,0.05,70
Springfield,42.101,-72.59,2025-08-01,64.9,59.5,7.6,5.22,91
Springfield,42.101,-72.59,2025-08-02,79.5,54.7,5.6,0.0,70
Springfield,42.101,-72.59,2025-08-03,84.7,57.4,5.4,0.0,70
Springfield,42.101,-72.59,2025-08-04,90.3,63.1,4.0,0.0,66
