name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Nashville,36.166,-86.784,2025-07-06,96.2,78.2,6.9,0.0,61
Nashville,36.166,-86.784,2025-07-07,94.6,77.4,6.0,0.0,64
Nashville,36.166,-86.784,2025-07-08,93.2,75.9,8.1,0.0,70
Nashville,36.166,-86.784,2025-07-09,86.5,72.7,6.7,0.77,80
Nashville,36.166,-86.784,2025-07-10,88.9,73.3,5.4,0.08,75
Nashville,36.166,-86.784,2025-07-11,88.7,75.2,5.4,0.0,76
Nashville,36.166,-86.784,2025-07-12,99.4,75.2,7.2,0.0,70
Nashville,36.166,-86.784,2025-07-13,99.0,78.4,9.2,0.0,63
Nashville,36.166,-86.784,2025-07-14,93.3,75.5,6.5,0.0,71
Nashville,36.166,-86.784,2025-07-15,93.3,73.4,4.3,1.25,78
Nashville,36.166,-86.784,2025-07-16,93.4,79.7,8.3,0.27,68
Nashville,36.166,-86.784,2025-07-17,93.8,78.8,8.9,0.0,74
Nashville,36.166,-86.784,2025-07-18,86.2,77.6,8.1,0.76,81
Nashville,36.166,-86.784,2025-07-19,95.6,76.9,8.5,0.0,73
Nashville,36.166,-86.784,2025-07-20,94.1,77.8,8.5,0.0,71
Nashville,36.166,-86.784,2025-07-21,95.4,77.4,8.3,0.0,68
Nashville,36.166,-86.784,2025-07-22,94.9,75.6,5.8,0.45,81
Nashville,36.166,-86.784,2025-07-23,94.7,74.9,5.1,0.0,72
Nashville,36.166,-86.784,2025-07-24,98.4,77.9,7.4,0.0,69
Nashville,36.166,-86.784,2025-07-25,93.4,77.4,6.0,0.0,73
Nashville,36.166,-86.784,2025-07-26,90.5,79.3,9.4,0.58,71
Nashville,36.166,-86.784,2025-07-27,98.8,78.5,6.3,0.0,65
Nashville,36.166,-86.784,2025-07-28,95.4,80.4,7.4,0.0,65
Nashville,36.166,-86.784,2025-07-29,99.6,79.1,8.3,0.0,73
Nashville,36.166,-86.784,2025-07-30,96.4,77.0,6.3,0.0,70
Nashville,36.166,-86.784,2025-07-31,95.7,79.0,7.4,0.02,67
Nashville,36.166,-86.784,2025-08-01,86.0,77.2,10.1,0.69,79
Nashville,36.166,-86.784,2025-08-02,86.5,66.4,11.0,0.0,66
Nashville,36.166,-86.784,2025-08-03,73.9,68.0,6.5,1.0,84
Nashville,36.166,-86.784,2025-08-04,73.2,67.8,7.6,0.11,77
Madison,43.073,-89.401,2025-07-06,77.7,69.5,9.6,0.0,88
Madison,43.073,-89.401,2025-07-07,81.3,59.2,6.3,0.0,78
Madison,43.073,-89.401,2025-07-08,80.4,63.3,10.5,2.77,81
Madison,43.073,-89.401,2025-07-09,83.6,65.7,9.8,0.0,73
Madison,43.073,-89.401,2025-07-10,77.6,60.4,8.9,0.0,80
Madison,43.073,-89.401,2025-07-11,78.1,66.2,13.2,2.27,96
Madison,43.073,-89.401,2025-07-12,81.9,68.4,10.3,0.66,85
Madison,43.073,-89.401,2025-07-13,78.8,62.6,8.3,0.0,79
Madison,43.073,-89.401,2025-07-14,89.9,62.1,9.2,0.0,76
Madison,43.073,-89.401,2025-07-15,89.0,65.2,10.7,0.0,76
Madison,43.073,-89.401,2025-07-16,82.2,66.8,8.5,2.05,92
Madison,43.073,-89.401,2025-07-17,70.4,58.4,11.4,0.0,81
Madison,43.073,-89.401,2025-07-18,75.1,61.0,5.8,0.0,72
Madison,43.073,-89.401,2025-07-19,83.7,63.4,9.4,0.19,84
Madison,43.073,-89.401,2025-07-20,77.9,60.7,11.2,0.0,78
Madison,43.073,-89.401,2025-07-21,74.9,55.3,12.3,0.0,86
Madison,43.073,-89.401,2025-07-22,84.7,63.7,11.6,0.0,79
Madison,43.073,-89.401,2025-07-23,97.9,73.1,17.2,0.0,77
Madison,43.073,-89.401,2025-07-24,80.3,72.9,11.6,0.29,89
Madison,43.073,-89.401,2025-07-25,80.2,66.8,7.2,0.02,89
Madison,43.073,-89.401,2025-07-26,77.7,64.5,7.8,0.3,86
Madison,43.073,-89.401,2025-07-27,86.2,72.9,8.1,0.0,87
Madison,43.073,-89.401,2025-07-28,91.8,72.3,11.9,0.0,74
Madison,43.073,-89.401,2025-07-29,85.4,71.8,16.6,0.37,81
Madison,43.073,-89.401,2025-07-30,75.2,64.0,11.4,0.09,93
Madison,43.073,-89.401,2025-07-31,80.1,56.8,13.9,0.0,70
Madison,43.073,-89.401,2025-08-01,74.5,53.8,9.6,0.0,73
Madison,43.073,-89.401,2025-08-02,78.4,54.7,4.9,0.0,74
Madison,43.073,-89.401,2025-08-03,80.8,51.3,5.8,0.0,77
Madison,43.073,-89.401,2025-08-04,77.9,53.1,7.8,0.0,79
Saint Paul,44.944,-93.093,2025-07-06,84.1,63.8,5.6,0.0,70
Saint Paul,44.944,-93.093,2025-07-07,81.8,62.1,6.7,0.0,64
Saint Paul,44.944,-93.093,2025-07-08,79.9,68.0,8.7,0.62,79
Saint Paul,44.944,-93.093,2025-07-09,84.0,63.2,5.8,0.0,74
Saint Paul,44.944,-93.093,2025-07-10,83.3,61.2,12.8,0.0,84
Saint Paul,44.944,-93.093,2025-07-11,82.3,65.9,8.3,0.2,84
Saint Paul,44.944,-93.093,2025-07-12,82.2,64.5,12.5,0.0,69
Saint Paul,44.944,-93.093,2025-07-13,91.1,63.3,15.0,0.0,61
Saint Paul,44.944,-93.093,2025-07-14,94.3,68.4,8.5,0.0,68
Saint Paul,44.944,-93.093,2025-07-15,96.9,74.8,14.1,0.0,65
Saint Paul,44.944,-93.093,2025-07-16,76.5,55.6,12.1,0.21,85
Saint Paul,44.944,-93.093,2025-07-17,76.2,53.3,7.8,0.0,66
Saint Paul,44.944,-93.093,2025-07-18,71.6,58.8,9.6,0.0,85
Saint Paul,44.944,-93.093,2025-07-19,76.6,65.3,8.3,8.65,87
Saint Paul,44.944,-93.093,2025-07-20,78.9,56.6,10.5,0.0,70
Saint Paul,44.944,-93.093,2025-07-21,82.5,64.9,12.8,0.0,72
Saint Paul,44.944,-93.093,2025-07-22,92.4,72.3,12.8,0.0,79
Saint Paul,44.944,-93.093,2025-07-23,91.9,77.6,11.0,0.86,78
Saint Paul,44.944,-93.093,2025-07-24,80.8,68.0,6.7,0.0,82
Saint Paul,44.944,-93.093,2025-07-25,85.2,64.1,7.2,0.0,80
Saint Paul,44.944,-93.093,2025-07-26,86.9,70.9,8.9,0.0,78
Saint Paul,44.944,-93.093,2025-07-27,93.2,69.6,12.1,0.0,81
Saint Paul,44.944,-93.093,2025-07-28,90.7,66.3,9.8,2.03,79
Saint Paul,44.944,-93.093,2025-07-29,85.5,65.7,23.3,0.0,83
