name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Charleston,32.776,-79.931,2025-08-03,86.7,72.7,12.1,0.0,69
Charleston,32.776,-79.931,2025-08-04,79.7,77.9,11.0,0.19,79
Jacksonville,30.332,-81.656,2025-07-06,90.0,76.3,8.5,0.14,79
Jacksonville,30.332,-81.656,2025-07-07,92.4,80.2,7.6,0.13,69
Jacksonville,30.332,-81.656,2025-07-08,89.1,79.1,6.5,0.62,73
Jacksonville,30.332,-81.656,2025-07-09,83.0,75.3,9.8,1.56,89
Jacksonville,30.332,-81.656,2025-07-10,90.9,78.1,12.5,0.33,78
Jacksonville,30.332,-81.656,2025-07-11,93.8,79.2,9.2,0.0,69
Jacksonville,30.332,-81.656,2025-07-12,92.0,79.0,6.7,0.41,76
Jacksonville,30.332,-81.656,2025-07-13,89.9,78.4,8.3,1.12,89
Jacksonville,30.332,-81.656,2025-07-14,95.7,79.1,10.1,0.42,85
Jacksonville,30.332,-81.656,2025-07-15,84.3,77.4,11.4,0.59,89
Jacksonville,30.332,-81.656,2025-07-16,91.9,76.2,11.6,0.0,82
Jacksonville,30.332,-81.656,2025-07-17,91.8,79.0,11.9,0.0,78
Jacksonville,30.332,-81.656,2025-07-18,99.1,79.2,9.6,0.0,68
Jacksonville,30.332,-81.656,2025-07-19,95.5,81.2,9.4,0.0,70
Jacksonville,30.332,-81.656,2025-07-20,101.4,81.7,8.1,0.0,58
Jacksonville,30.332,-81.656,2025-07-21,97.9,84.9,11.2,0.0,58
Jacksonville,30.332,-81.656,2025-07-22,96.1,78.9,10.1,8.12,86
Jacksonville,30.332,-81.656,2025-07-23,88.7,79.5,8.3,0.36,84
Jacksonville,30.332,-81.656,2025-07-24,91.7,76.5,11.2,0.0,78
Jacksonville,30.332,-81.656,2025-07-25,97.6,79.6,9.6,0.0,69
Jacksonville,30.332,-81.656,2025-07-26,96.9,81.3,11.0,0.0,65
Jacksonville,30.332,-81.656,2025-07-27,102.3,84.4,11.6,0.0,59
Jacksonville,30.332,-81.656,2025-07-28,101.1,86.9,10.1,0.0,54
Jacksonville,30.332,-81.656,2025-07-29,99.4,82.9,11.9,0.54,64
Jacksonville,30.332,-81.656,2025-07-30,101.7,77.0,10.1,0.05,75
Jacksonville,30.332,-81.656,2025-07-31,99.5,81.1,10.5,0.0,67
Jacksonville,30.332,-81.656,2025-08-01,100.4,81.1,10.7,0.0,64
Jacksonville,30.332,-81.656,2025-08-02,94.3,79.9,10.7,0.69,72
Jacksonville,30.332,-81.656,2025-08-03,86.4,77.4,6.7,1.3,85
Jacksonville,30.332,-81.656,2025-08-04,88.9,76.1,10.7,0.0,85
Pierre,44.368,-100.351,2025-07-06,78.3,63.7,18.8,4.04,72
Pierre,44.368,-100.351,2025-07-07,82.7,64.6,17.4,0.14,65
Pierre,44.368,-100.351,2025-07-08,86.8,65.3,11.4,0.0,69
Pierre,44.368,-100.351,2025-07-09,101.8,71.3,21.7,0.0,49
Pierre,44.368,-100.351,2025-07-10,92.9,67.8,23.7,0.76,61
Pierre,44.368,-100.351,2025-07-11,92.1,64.5,22.8,0.0,63
Pierre,44.368,-100.351,2025-07-12,84.3,55.9,10.3,0.0,51
Pierre,44.368,-100.351,2025-07-13,97.0,64.2,13.4,0.0,39
Pierre,44.368,-100.351,2025-07-14,103.1,68.1,19.7,0.0,38
Pierre,44.368,-100.351,2025-07-15,90.1,71.9,20.8,0.29,64
Pierre,44.368,-100.351,2025-07-16,62.8,56.1,13.9,1.25,87
Pierre,44.368,-100.351,2025-07-17,70.6,53.7,15.2,0.0,56
Pierre,44.368,-100.351,2025-07-18,87.1,61.9,16.8,0.0,65
Pierre,44.368,-100.351,2025-07-19,83.8,65.8,14.1,0.0,71
Pierre,44.368,-100.351,2025-07-20,90.1,65.8,18.8,0.16,70
Pierre,44.368,-100.351,2025-07-21,98.1,72.0,22.6,0.0,77
Pierre,44.368,-100.351,2025-07-22,104.8,78.3,17.2,0.0,56
Pierre,44.368,-100.351,2025-07-23,84.4,72.8,17.9,1.09,77
Pierre,44.368,-100.351,2025-07-24,90.2,67.6,12.3,0.0,71
Pierre,44.368,-100.351,2025-07-25,93.5,72.8,18.3,0.0,60
Pierre,44.368,-100.351,2025-07-26,100.3,71.2,17.9,0.0,62
Pierre,44.368,-100.351,2025-07-27,98.8,73.6,16.1,0.18,55
Pierre,44.368,-100.351,2025-07-28,106.4,72.4,16.6,0.14,59
Pierre,44.368,-100.351,2025-07-29,86.2,70.5,17.7,0.0,69
Pierre,44.368,-100.351,2025-07-30,79.3,67.6,13.0,0.04,69
Pierre,44.368,-100.351,2025-07-31,80.2,66.4,14.3,0.0,56
Pierre,44.368,-100.351,2025-08-01,82.0,63.5,20.1,0.12,62
Pierre,44.368,-100.351,2025-08-02,86.5,64.6,22.6,0.0,68
Pierre,44.368,-100.351,2025-08-03,86.9,65.7,18.6,0.0,70
Pierre,44.368,-100.351,2025-08-04,94.8,68.0,19.7,0.0,58
