name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Tallahassee,30.438,-84.281,2025-07-30,92.5,78.6,8.1,0.0,77
Tallahassee,30.438,-84.281,2025-07-31,95.2,80.1,11.4,0.0,73
Tallahassee,30.438,-84.281,2025-08-01,92.7,80.8,7.6,0.0,75
Tallahassee,30.438,-84.281,2025-08-02,92.5,79.3,9.2,0.17,75
Tallahassee,30.438,-84.281,2025-08-03,89.4,76.5,6.5,0.0,82
Tallahassee,30.438,-84.281,2025-08-04,80.2,75.0,6.0,0.33,94
Raleigh,35.772,-78.639,2025-07-06,85.6,72.9,8.5,0.8,80
Raleigh,35.772,-78.639,2025-07-07,82.6,75.5,5.8,0.75,90
Raleigh,35.772,-78.639,2025-07-08,95.4,76.9,14.8,0.0,78
Raleigh,35.772,-78.639,2025-07-09,84.7,75.3,14.8,0.15,83
Raleigh,35.772,-78.639,2025-07-10,84.1,76.1,10.1,2.1,86
Raleigh,35.772,-78.639,2025-07-11,78.8,74.4,8.1,1.73,92
Raleigh,35.772,-78.639,2025-07-12,92.7,78.3,10.5,0.0,72
Raleigh,35.772,-78.639,2025-07-13,91.7,78.3,11.9,0.35,80
Raleigh,35.772,-78.639,2025-07-14,86.7,77.5,7.2,0.93,88
Raleigh,35.772,-78.639,2025-07-15,88.1,75.7,6.7,0.0,81
Raleigh,35.772,-78.639,2025-07-16,86.8,76.1,13.6,0.31,82
Raleigh,35.772,-78.639,2025-07-17,93.0,76.2,13.4,0.05,79
Raleigh,35.772,-78.639,2025-07-18,94.7,78.6,13.2,0.15,72
Raleigh,35.772,-78.639,2025-07-19,93.4,77.6,13.0,1.09,78
Raleigh,35.772,-78.639,2025-07-20,96.4,76.7,10.1,0.48,77
Raleigh,35.772,-78.639,2025-07-21,97.5,83.1,10.1,0.35,64
Raleigh,35.772,-78.639,2025-07-22,83.4,72.8,11.9,0.0,74
Raleigh,35.772,-78.639,2025-07-23,87.0,68.9,11.0,0.0,76
Raleigh,35.772,-78.639,2025-07-24,94.0,70.8,8.9,0.0,76
Raleigh,35.772,-78.639,2025-07-25,98.0,75.9,8.5,0.0,67
Raleigh,35.772,-78.639,2025-07-26,97.7,81.1,6.9,0.0,66
Raleigh,35.772,-78.639,2025-07-27,98.3,82.4,10.1,0.0,67
Raleigh,35.772,-78.639,2025-07-28,99.6,80.3,11.6,0.0,67
Raleigh,35.772,-78.639,2025-07-29,92.3,77.4,6.3,0.0,76
Raleigh,35.772,-78.639,2025-07-30,95.5,72.7,11.9,0.0,75
Raleigh,35.772,-78.639,2025-07-31,88.3,76.3,12.1,0.41,85
Raleigh,35.772,-78.639,2025-08-01,92.8,79.2,15.7,2.11,81
Raleigh,35.772,-78.639,2025-08-02,77.0,68.0,13.9,0.78,86
Raleigh,35.772,-78.639,2025-08-03,83.5,65.7,13.9,0.0,67
Raleigh,35.772,-78.639,2025-08-04,81.7,66.0,10.7,0.0,67
Jefferson City,38.577,-92.173,2025-07-06,89.6,74.7,9.8,1.69,80
Jefferson City,38.577,-92.173,2025-07-07,88.3,73.5,5.4,0.03,85
Jefferson City,38.577,-92.173,2025-07-08,84.7,73.8,9.4,0.14,80
Jefferson City,38.577,-92.173,2025-07-09,83.5,68.2,6.9,0.18,87
Jefferson City,38.577,-92.173,2025-07-10,93.6,73.0,6.0,0.0,75
Jefferson City,38.577,-92.173,2025-07-11,95.1,73.5,13.0,0.0,69
Jefferson City,38.577,-92.173,2025-07-12,85.2,75.4,14.5,2.18,82
Jefferson City,38.577,-92.173,2025-07-13,80.5,73.3,6.3,1.04,88
Jefferson City,38.577,-92.173,2025-07-14,81.0,70.8,6.9,0.14,91
Jefferson City,38.577,-92.173,2025-07-15,83.7,74.3,8.5,0.61,80
Jefferson City,38.577,-92.173,2025-07-16,93.7,73.2,9.8,0.0,75
Jefferson City,38.577,-92.173,2025-07-17,81.5,74.3,7.4,0.54,87
Jefferson City,38.577,-92.173,2025-07-18,89.5,70.7,6.5,1.18,85
Jefferson City,38.577,-92.173,2025-07-19,96.9,74.1,10.5,0.0,74
Jefferson City,38.577,-92.173,2025-07-20,96.6,74.7,13.4,0.0,67
Jefferson City,38.577,-92.173,2025-07-21,96.8,75.9,9.2,0.0,69
Jefferson City,38.577,-92.173,2025-07-22,99.0,78.2,9.6,0.0,67
Jefferson City,38.577,-92.173,2025-07-23,98.3,77.1,7.8,0.0,64
Jefferson City,38.577,-92.173,2025-07-24,97.8,73.4,7.8,0.0,69
Jefferson City,38.577,-92.173,2025-07-25,93.1,78.8,9.4,0.0,80
Jefferson City,38.577,-92.173,2025-07-26,91.9,76.0,10.1,0.0,75
Jefferson City,38.577,-92.173,2025-07-27,94.2,75.7,8.1,0.0,74
Jefferson City,38.577,-92.173,2025-07-28,94.9,76.0,8.5,0.0,75
Jefferson City,38.577,-92.173,2025-07-29,100.4,81.4,6.5,0.0,66
Jefferson City,38.577,-92.173,2025-07-30,96.1,74.1,10.1,0.76,80
Jefferson City,38.577,-92.173,2025-07-31,80.1,69.6,11.4,0.6,89
Jefferson City,38.577,-92.173,2025-08-01,80.1,65.8,9.8,0.0,73
Jefferson City,38.577,-92.173,2025-08-02,78.8,61.7,10.5,0.0,64
Jefferson City,38.577,-92.173,2025-08-03,77.0,58.5,8.9,0.0,68
Jefferson City,38.577,-92.173,2025-08-04,81.7,63.0,7.8,0.0,73
Topeka,39.048,-95.678,2025-07-06,89.5,72.2,7.6,1.87,84
Topeka,39.048,-95.678,2025-07-07,89.9,71.7,7.8,0.13,76
Topeka,39.048,-95.678,2025-07-08,86.1,68.3,11.0,0.36,75
Topeka,39.048,-95.678,2025-07-09,88.9,65.6,7.4,0.0,80
Topeka,39.048,-95.678,2025-07-10,97.6,68.4,19.2,0.0,77
Topeka,39.048,-95.678,2025-07-11,91.9,74.2,22.1,0.0,74
Topeka,39.048,-95.678,2025-07-12,80.4,72.5,10.5,1.55,89
Topeka,39.048,-95.678,2025-07-13,83.5,65.8,9.4,3.41,89
Topeka,39.048,-95.678,2025-07-14,87.3,66.1,11.4,0.0,76
Topeka,39.048,-95.678,2025-07-15,94.0,65.9,15.0,0.0,77
Topeka,39.048,-95.678,2025-07-16,100.5,76.0,18.1,0.0,68
Topeka,39.048,-95.678,2025-07-17,80.8,66.6,14.3,0.54,82
Topeka,39.048,-95.678,2025-07-18,95.1,69.3,14.8,0.0,75
Topeka,39.048,-95.678,2025-07-19,103.4,76.4,19.9,0.0,60
Topeka,39.048,-95.678,2025-07-20,96.2,77.8,17.4,0.47,69
Topeka,39.048,-95.678,2025-07-21,96.6,77.2,19.0,0.0,68
Topeka,39.048,-95.678,2025-07-22,99.7,75.4,19.5,0.0,70
Topeka,39.048,-95.678,2025-07-23,99.4,73.8,19.9,0.0,64
Topeka,39.048,-95.678,2025-07-24,92.6,73.9,12.3,0.47,79
Topeka,39.048,-95.678,2025-07-25,87.9,73.2,16.8,1.34,86
Topeka,39.048,-95.678,2025-07-26,90.9,74.6,15.9,0.87,84
Topeka,39.048,-95.678,2025-07-27,96.9,77.2,15.9,0.0,78
Topeka,39.048,-95.678,2025-07-28,101.3,75.9,12.5,0.0,74
Topeka,39.048,-95.678,2025-07-29,102.8,75.5,11.2,0.0,68
Topeka,39.048,-95.678,2025-07-30,100.6,71.6,16.1,0.46,76
Topeka,39.048,-95.678,2025-07-31,80.2,68.9,13.6,0.13,83
Topeka,39.048,-95.678,2025-08-01,81.1,60.6,11.4,0.0,73
Topeka,39.048,-95.678,2025-08-02,80.8,60.8,12.1,0.0,71
Topeka,39.048,-95.678,2025-08-03,79.9,58.8,11.2,0.0,73
Topeka,39.048,-95.678,2025-08-04,86.0,61.7,10.7,0.0,72
