name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Columbia,34.001,-81.035,2025-07-08,99.8,78.3,9.2,0.0,67
Columbia,34.001,-81.035,2025-07-09,86.8,76.0,14.5,0.77,81
Columbia,34.001,-81.035,2025-07-10,85.9,76.2,10.5,1.24,80
Columbia,34.001,-81.035,2025-07-11,87.0,74.6,12.5,2.04,81
Columbia,34.001,-81.035,2025-07-12,91.3,78.4,9.8,0.12,77
Columbia,34.001,-81.035,2025-07-13,96.3,78.4,7.4,0.0,65
Columbia,34.001,-81.035,2025-07-14,96.0,77.1,11.9,0.07,71
Columbia,34.001,-81.035,2025-07-15,88.1,76.6,10.5,0.0,81
Columbia,34.001,-81.035,2025-07-16,91.1,75.5,11.0,0.0,75
Columbia,34.001,-81.035,2025-07-17,95.7,77.7,10.5,0.0,72
Columbia,34.001,-81.035,2025-07-18,98.5,78.2,9.8,0.0,62
Columbia,34.001,-81.035,2025-07-19,98.6,81.1,10.7,0.0,61
Columbia,34.001,-81.035,2025-07-20,99.3,81.6,11.9,0.0,59
Columbia,34.001,-81.035,2025-07-21,99.8,80.9,12.1,0.4,64
Columbia,34.001,-81.035,2025-07-22,88.1,78.9,11.4,0.0,74
Columbia,34.001,-81.035,2025-07-23,92.1,76.8,11.6,0.0,70
Columbia,34.001,-81.035,2025-07-24,94.6,76.0,8.1,0.0,70
Columbia,34.001,-81.035,2025-07-25,96.7,76.3,7.4,0.0,69
Columbia,34.001,-81.035,2025-07-26,100.8,81.2,8.9,0.0,59
Columbia,34.001,-81.035,2025-07-27,102.1,83.7,11.2,0.0,58
Columbia,34.001,-81.035,2025-07-28,102.0,85.5,12.5,0.0,55
Columbia,34.001,-81.035,2025-07-29,95.1,81.4,9.6,0.5,70
Columbia,34.001,-81.035,2025-07-30,91.9,76.5,8.9,0.1,81
Columbia,34.001,-81.035,2025-07-31,92.8,78.6,12.3,0.65,81
Columbia,34.001,-81.035,2025-08-01,94.8,80.8,8.9,0.0,72
Columbia,34.001,-81.035,2025-08-02,77.5,72.9,9.4,0.0,90
Columbia,34.001,-81.035,2025-08-03,77.5,71.1,10.7,0.0,70
Columbia,34.001,-81.035,2025-08-04,79.9,69.8,10.1,0.0,68
Indianapolis,39.768,-86.158,2025-07-06,93.7,73.4,11.0,0.39,72
Indianapolis,39.768,-86.158,2025-07-07,84.3,75.3,8.5,5.51,85
Indianapolis,39.768,-86.158,2025-07-08,89.1,65.7,6.9,0.56,78
Indianapolis,39.768,-86.158,2025-07-09,80.4,71.7,8.7,0.0,85
Indianapolis,39.768,-86.158,2025-07-10,84.8,69.3,10.1,0.0,79
Indianapolis,39.768,-86.158,2025-07-11,85.1,68.6,8.7,0.53,81
Indianapolis,39.768,-86.158,2025-07-12,88.0,74.9,14.1,0.0,77
Indianapolis,39.768,-86.158,2025-07-13,89.1,71.4,10.7,0.64,76
Indianapolis,39.768,-86.158,2025-07-14,89.4,71.3,4.7,1.0,80
Indianapolis,39.768,-86.158,2025-07-15,89.3,72.6,6.7,0.0,71
Indianapolis,39.768,-86.158,2025-07-16,88.7,71.4,9.6,0.0,85
Indianapolis,39.768,-86.158,2025-07-17,90.9,76.3,9.4,0.14,81
Indianapolis,39.768,-86.158,2025-07-18,86.8,67.5,5.4,0.0,79
Indianapolis,39.768,-86.158,2025-07-19,84.2,74.8,8.5,1.67,87
Indianapolis,39.768,-86.158,2025-07-20,87.1,75.7,8.7,4.56,88
Indianapolis,39.768,-86.158,2025-07-21,84.6,71.9,8.1,2.23,89
Indianapolis,39.768,-86.158,2025-07-22,87.2,62.1,6.9,0.0,71
Indianapolis,39.768,-86.158,2025-07-23,93.6,66.6,5.8,0.0,74
Indianapolis,39.768,-86.158,2025-07-24,94.3,72.3,10.5,0.0,80
Indianapolis,39.768,-86.158,2025-07-25,87.3,76.3,8.5,0.15,86
Indianapolis,39.768,-86.158,2025-07-26,88.1,73.1,8.7,0.19,88
Indianapolis,39.768,-86.158,2025-07-27,90.5,76.7,7.6,0.63,83
Indianapolis,39.768,-86.158,2025-07-28,90.2,77.2,7.6,0.0,87
Indianapolis,39.768,-86.158,2025-07-29,96.6,75.1,6.5,0.0,79
Indianapolis,39.768,-86.158,2025-07-30,94.1,71.6,6.5,0.0,75
Indianapolis,39.768,-86.158,2025-07-31,82.8,68.0,12.3,0.29,87
Indianapolis,39.768,-86.158,2025-08-01,75.6,65.7,11.6,0.0,79
Indianapolis,39.768,-86.158,2025-08-02,77.4,57.6,11.0,0.0,71
Indianapolis,39.768,-86.158,2025-08-03,78.8,58.8,10.1,0.0,72
Indianapolis,39.768,-86.158,2025-08-04,83.1,63.3,7.2,0.0,71
Richmond,37.554,-77.461,2025-07-06,93.0,72.6,10.1,0.0,62
Richmond,37.554,-77.461,2025-07-07,84.8,76.0,6.3,0.34,88
Richmond,37.554,-77.461,2025-07-08,95.1,79.3,10.5,3.08,74
Richmond,37.554,-77.461,2025-07-09,86.0,77.2,12.3,0.68,82
Richmond,37.554,-77.461,2025-07-10,82.1,76.2,7.6,1.33,82
Richmond,37.554,-77.461,2025-07-11,89.4,74.4,6.0,0.0,81
Richmond,37.554,-77.461,2025-07-12,92.4,76.9,7.8,0.2,77
Richmond,37.554,-77.461,2025-07-13,90.2,75.4,8.1,0.08,87
Richmond,37.554,-77.461,2025-07-14,88.7,77.2,10.1,0.61,83
Richmond,37.554,-77.461,2025-07-15,86.5,77.2,4.3,1.76,85
Richmond,37.554,-77.461,2025-07-16,88.9,77.0,10.7,0.13,78
Richmond,37.554,-77.461,2025-07-17,94.8,76.9,11.9,0.0,75
Richmond,37.554,-77.461,2025-07-18,96.0,80.8,7.6,0.68,68
Richmond,37.554,-77.461,2025-07-19,84.6,75.1,4.0,0.63,89
Richmond,37.554,-77.461,2025-07-20,95.5,80.0,7.2,0.16,69
Richmond,37.554,-77.461,2025-07-21,87.3,81.2,7.8,0.07,65
Richmond,37.554,-77.461,2025-07-22,85.0,69.8,7.8,0.0,68
Richmond,37.554,-77.461,2025-07-23,87.5,71.2,8.5,0.0,72
Richmond,37.554,-77.461,2025-07-24,92.9,67.6,5.8,0.0,71
Richmond,37.554,-77.461,2025-07-25,99.0,75.6,7.2,0.0,64
Richmond,37.554,-77.461,2025-07-26,91.7,82.5,8.1,0.22,66
Richmond,37.554,-77.461,2025-07-27,94.7,78.4,8.7,0.67,72
Richmond,37.554,-77.461,2025-07-28,97.9,80.7,5.4,0.0,67
Richmond,37.554,-77.461,2025-07-29,93.9,79.9,7.8,0.0,68
Richmond,37.554,-77.461,2025-07-30,97.5,75.7,6.7,0.0,64
Richmond,37.554,-77.461,2025-07-31,92.7,79.0,12.1,0.0,69
Richmond,37.554,-77.461,2025-08-01,86.9,71.6,10.3,0.16,80
Richmond,37.554,-77.461,2025-08-02,80.4,69.3,10.3,0.0,70
Richmond,37.554,-77.461,2025-08-03,81.9,70.9,10.3,0.0,59
Richmond,37.554,-77.461,2025-08-04,87.4,67.3,9.2,0.0,60
