name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Lincoln,40.8,-96.667,2025-07-09,93.0,63.7,12.8,0.0,71
Lincoln,40.8,-96.667,2025-07-10,86.7,69.8,24.8,0.0,82
Lincoln,40.8,-96.667,2025-07-11,88.2,71.8,13.4,0.12,78
Lincoln,40.8,-96.667,2025-07-12,80.3,67.4,13.0,0.0,70
Lincoln,40.8,-96.667,2025-07-13,90.5,65.9,14.3,0.0,67
Lincoln,40.8,-96.667,2025-07-14,96.6,65.6,16.8,0.0,62
Lincoln,40.8,-96.667,2025-07-15,94.5,67.7,16.3,0.0,65
Lincoln,40.8,-96.667,2025-07-16,84.6,66.4,16.3,0.43,76
Lincoln,40.8,-96.667,2025-07-17,76.0,60.4,13.2,0.45,79
Lincoln,40.8,-96.667,2025-07-18,87.6,67.1,13.9,0.0,80
Lincoln,40.8,-96.667,2025-07-19,88.2,71.9,12.8,0.0,81
Lincoln,40.8,-96.667,2025-07-20,94.4,74.7,11.2,0.17,83
Lincoln,40.8,-96.667,2025-07-21,101.6,74.7,17.2,0.0,76
Lincoln,40.8,-96.667,2025-07-22,103.0,76.6,21.5,0.0,65
Lincoln,40.8,-96.667,2025-07-23,101.4,76.1,19.0,0.0,53
Lincoln,40.8,-96.667,2025-07-24,84.6,69.6,7.8,0.15,88
Lincoln,40.8,-96.667,2025-07-25,74.5,69.9,13.2,1.97,98
Lincoln,40.8,-96.667,2025-07-26,89.0,71.7,11.9,0.2,82
Lincoln,40.8,-96.667,2025-07-27,102.4,71.9,19.0,0.0,72
Lincoln,40.8,-96.667,2025-07-28,101.0,76.7,16.1,0.0,65
Lincoln,40.8,-96.667,2025-07-29,100.2,69.4,13.0,0.0,65
Lincoln,40.8,-96.667,2025-07-30,85.8,69.1,14.8,0.4,91
Lincoln,40.8,-96.667,2025-07-31,79.5,68.5,12.3,0.0,79
Lincoln,40.8,-96.667,2025-08-01,81.0,63.3,13.2,0.0,66
Lincoln,40.8,-96.667,2025-08-02,77.5,54.9,13.6,0.0,74
Lincoln,40.8,-96.667,2025-08-03,78.1,59.5,13.4,0.0,77
Lincoln,40.8,-96.667,2025-08-04,84.2,59.0,13.9,0.0,79
Oklahoma City,35.468,-97.516,2025-07-06,88.2,73.3,12.3,0.0,74
Oklahoma City,35.468,-97.516,2025-07-07,88.4,72.7,12.8,0.0,77
Oklahoma City,35.468,-97.516,2025-07-08,93.4,74.2,15.7,0.0,70
Oklahoma City,35.468,-97.516,2025-07-09,92.2,66.3,24.8,4.09,75
Oklahoma City,35.468,-97.516,2025-07-10,99.2,74.5,17.7,0.0,67
Oklahoma City,35.468,-97.516,2025-07-11,93.0,75.3,19.2,0.0,61
Oklahoma City,35.468,-97.516,2025-07-12,81.0,76.9,19.9,2.18,81
Oklahoma City,35.468,-97.516,2025-07-13,86.9,71.8,7.6,0.1,79
Oklahoma City,35.468,-97.516,2025-07-14,91.7,73.4,9.2,4.33,77
Oklahoma City,35.468,-97.516,2025-07-15,98.4,73.8,18.3,0.0,68
Oklahoma City,35.468,-97.516,2025-07-16,96.3,74.5,19.9,0.0,70
Oklahoma City,35.468,-97.516,2025-07-17,97.3,75.7,14.1,0.62,66
Oklahoma City,35.468,-97.516,2025-07-18,100.5,76.4,13.9,0.0,59
Oklahoma City,35.468,-97.516,2025-07-19,99.5,73.4,17.7,0.0,52
Oklahoma City,35.468,-97.516,2025-07-20,99.8,75.7,18.3,0.0,59
Oklahoma City,35.468,-97.516,2025-07-21,99.3,75.5,20.6,0.0,61
Oklahoma City,35.468,-97.516,2025-07-22,100.1,75.6,18.8,0.0,55
Oklahoma City,35.468,-97.516,2025-07-23,92.7,74.9,19.0,0.0,62
Oklahoma City,35.468,-97.516,2025-07-24,101.6,76.3,16.6,0.0,58
Oklahoma City,35.468,-97.516,2025-07-25,100.0,76.0,19.2,0.0,56
Oklahoma City,35.468,-97.516,2025-07-26,96.8,76.6,18.3,0.0,66
Oklahoma City,35.468,-97.516,2025-07-27,96.3,75.5,17.9,0.0,73
Oklahoma City,35.468,-97.516,2025-07-28,101.0,75.5,15.9,0.0,63
Oklahoma City,35.468,-97.516,2025-07-29,103.2,77.5,11.9,0.0,51
Oklahoma City,35.468,-97.516,2025-07-30,104.0,75.4,10.7,0.0,54
Oklahoma City,35.468,-97.516,2025-07-31,84.7,74.8,17.4,0.0,77
Oklahoma City,35.468,-97.516,2025-08-01,77.5,70.3,13.6,0.0,78
Oklahoma City,35.468,-97.516,2025-08-02,88.9,71.6,10.7,0.0,74
Oklahoma City,35.468,-97.516,2025-08-03,82.8,69.4,13.0,0.52,73
Oklahoma City,35.468,-97.516,2025-08-04,86.9,70.5,10.1,0.41,72
