name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Denver,39.739,-104.984,2025-08-01,84.0,57.6,13.6,0.0,45
Denver,39.739,-104.984,2025-08-02,88.5,56.5,14.8,0.0,40
Denver,39.739,-104.984,2025-08-03,89.1,60.8,14.1,0.0,31
Denver,39.739,-104.984,2025-08-04,95.5,60.8,13.4,0.0,27
Olympia,47.038,-122.899,2025-07-06,75.0,52.9,5.4,0.0,66
Olympia,47.038,-122.899,2025-07-07,84.8,58.6,8.9,0.0,60
Olympia,47.038,-122.899,2025-07-08,78.3,54.9,11.6,0.0,80
Olympia,47.038,-122.899,2025-07-09,64.3,58.2,8.9,0.0,87
Olympia,47.038,-122.899,2025-07-10,63.4,56.6,6.0,0.0,80
Olympia,47.038,-122.899,2025-07-11,81.6,55.6,7.2,0.0,64
Olympia,47.038,-122.899,2025-07-12,80.0,58.2,7.6,0.0,76
Olympia,47.038,-122.899,2025-07-13,86.2,64.7,10.5,0.0,66
Olympia,47.038,-122.899,2025-07-14,66.5,59.1,11.9,0.0,82
Olympia,47.038,-122.899,2025-07-15,85.3,57.8,7.4,0.0,62
Olympia,47.038,-122.899,2025-07-16,88.9,63.0,11.0,0.0,53
Olympia,47.038,-122.899,2025-07-17,83.4,53.3,8.3,0.0,75
Olympia,47.038,-122.899,2025-07-18,65.2,53.1,12.1,0.0,83
Olympia,47.038,-122.899,2025-07-19,65.2,53.5,9.6,0.0,78
Olympia,47.038,-122.899,2025-07-20,65.7,53.6,6.9,0.0,78
Olympia,47.038,-122.899,2025-07-21,73.5,58.1,10.3,0.0,70
Olympia,47.038,-122.899,2025-07-22,69.6,54.5,8.7,0.0,82
Olympia,47.038,-122.899,2025-07-23,77.6,53.6,9.6,0.0,81
Olympia,47.038,-122.899,2025-07-24,69.9,55.9,11.4,0.0,84
Olympia,47.038,-122.899,2025-07-25,64.5,53.7,8.5,0.0,83
Olympia,47.038,-122.899,2025-07-26,66.8,52.3,8.7,0.0,76
Olympia,47.038,-122.899,2025-07-27,71.0,50.6,8.5,0.0,77
Olympia,47.038,-122.899,2025-07-28,75.2,53.6,8.7,0.0,72
Olympia,47.038,-122.899,2025-07-29,84.4,57.6,7.2,0.0,60
Olympia,47.038,-122.899,2025-07-30,86.4,57.4,7.4,0.0,68
Olympia,47.038,-122.899,2025-07-31,66.4,57.4,8.3,0.0,88
Olympia,47.038,-122.899,2025-08-01,58.8,56.8,8.7,0.38,93
Olympia,47.038,-122.899,2025-08-02,65.3,56.7,10.1,0.0,84
Olympia,47.038,-122.899,2025-08-03,66.4,56.3,10.1,0.0,80
Olympia,47.038,-122.899,2025-08-04,66.0,52.3,7.6,0.0,82
Salt Lake City,40.761,-111.89,2025-07-06,90.1,56.4,10.3,0.0,22
Salt Lake City,40.761,-111.89,2025-07-07,95.1,56.7,12.8,0.0,23
Salt Lake City,40.761,-111.89,2025-07-08,97.1,60.0,11.9,0.0,18
Salt Lake City,40.761,-111.89,2025-07-09,99.6,65.9,12.3,0.0,17
Salt Lake City,40.761,-111.89,2025-07-10,83.7,64.1,12.3,0.0,43
Salt Lake City,40.761,-111.89,2025-07-11,85.7,60.8,12.3,0.0,31
Salt Lake City,40.761,-111.89,2025-07-12,90.1,59.9,11.9,0.0,31
Salt Lake City,40.761,-111.89,2025-07-13,95.1,59.1,12.3,0.0,23
Salt Lake City,40.761,-111.89,2025-07-14,95.5,61.7,12.1,0.0,20
Salt Lake City,40.761,-111.89,2025-07-15,99.3,64.8,12.5,0.0,21
Salt Lake City,40.761,-111.89,2025-07-16,92.7,63.5,12.8,0.0,32
Salt Lake City,40.761,-111.89,2025-07-17,97.0,62.5,14.3,0.0,26
Salt Lake City,40.761,-111.89,2025-07-18,91.5,70.5,18.1,0.0,30
Salt Lake City,40.761,-111.89,2025-07-19,93.0,68.9,14.5,0.0,32
Salt Lake City,40.761,-111.89,2025-07-20,92.4,62.8,14.1,0.0,24
Salt Lake City,40.761,-111.89,2025-07-21,94.5,66.2,18.8,0.0,22
Salt Lake City,40.761,-111.89,2025-07-22,87.7,68.2,17.4,0.0,32
Salt Lake City,40.761,-111.89,2025-07-23,91.2,63.5,11.4,0.0,21
Salt Lake City,40.761,-111.89,2025-07-24,93.9,61.8,14.5,0.0,21
Salt Lake City,40.761,-111.89,2025-07-25,90.2,57.7,13.9,0.0,14
Salt Lake City,40.761,-111.89,2025-07-26,94.0,67.8,14.8,0.0,12
Salt Lake City,40.761,-111.89,2025-07-27,93.1,61.5,14.8,0.0,11
Salt Lake City,40.761,-111.89,2025-07-28,96.5,62.6,11.2,0.0,12
Salt Lake City,40.761,-111.89,2025-07-29,98.3,62.9,11.9,0.0,14
Salt Lake City,40.761,-111.89,2025-07-30,99.1,60.6,12.3,0.0,13
Salt Lake City,40.761,-111.89,2025-07-31,94.6,58.6,15.0,0.0,16
Salt Lake City,40.761,-111.89,2025-08-01,93.2,58.8,11.4,0.0,16
Salt Lake City,40.761,-111.89,2025-08-02,91.6,63.0,17.9,0.0,19
Salt Lake City,40.761,-111.89,2025-08-03,91.2,60.1,11.6,0.0,25
Salt Lake City,40.761,-111.89,2025-08-04,90.7,64.6,15.0,0.0,18
