name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Providence,41.824,-71.413,2025-07-28,89.5,71.7,9.2,0.0,80
Providence,41.824,-71.413,2025-07-29,95.3,69.1,8.7,0.0,82
Providence,41.824,-71.413,2025-07-30,98.2,73.9,11.2,0.0,64
Providence,41.824,-71.413,2025-07-31,79.7,64.6,11.4,0.09,76
Providence,41.824,-71.413,2025-08-01,65.1,60.6,11.4,0.56,84
Providence,41.824,-71.413,2025-08-02,77.2,60.1,9.2,0.0,65
Providence,41.824,-71.413,2025-08-03,84.7,58.8,9.4,0.0,74
Providence,41.824,-71.413,2025-08-04,92.1,64.0,10.1,0.0,67
Hartford,41.764,-72.686,2025-07-06,93.4,69.1,12.3,0.0,65
Hartford,41.764,-72.686,2025-07-07,88.7,72.1,13.0,0.0,84
Hartford,41.764,-72.686,2025-07-08,92.5,74.5,9.6,0.29,78
Hartford,41.764,-72.686,2025-07-09,80.1,72.8,4.5,2.29,86
Hartford,41.764,-72.686,2025-07-10,79.1,70.5,7.4,0.0,88
Hartford,41.764,-72.686,2025-07-11,84.2,70.3,5.4,0.0,83
Hartford,41.764,-72.686,2025-07-12,82.8,72.3,10.5,0.0,86
Hartford,41.764,-72.686,2025-07-13,82.3,68.0,9.6,0.0,86
Hartford,41.764,-72.686,2025-07-14,81.3,71.7,6.7,0.0,85
Hartford,41.764,-72.686,2025-07-15,91.2,72.9,8.5,0.0,82
Hartford,41.764,-72.686,2025-07-16,87.5,73.9,8.9,0.0,83
Hartford,41.764,-72.686,2025-07-17,88.9,76.0,10.3,0.19,85
Hartford,41.764,-72.686,2025-07-18,80.7,69.7,10.5,0.0,64
Hartford,41.764,-72.686,2025-07-19,81.6,61.8,11.0,0.0,65
Hartford,41.764,-72.686,2025-07-20,85.2,72.1,10.7,0.43,83
Hartford,41.764,-72.686,2025-07-21,80.9,68.2,12.1,0.24,60
Hartford,41.764,-72.686,2025-07-22,76.6,59.0,6.0,0.0,54
Hartford,41.764,-72.686,2025-07-23,81.4,62.4,13.0,0.0,73
Hartford,41.764,-72.686,2025-07-24,91.6,66.4,11.9,0.0,66
Hartford,41.764,-72.686,2025-07-25,91.4,72.4,10.1,1.29,74
Hartford,41.764,-72.686,2025-07-26,88.0,71.2,9.4,0.0,58
Hartford,41.764,-72.686,2025-07-27,80.8,64.8,10.5,0.42,75
Hartford,41.764,-72.686,2025-07-28,94.5,71.8,5.8,0.0,70
Hartford,41.764,-72.686,2025-07-29,98.3,73.3,8.9,0.0,63
Hartford,41.764,-72.686,2025-07-30,99.0,72.5,9.8,0.0,61
Hartford,41.764,-72.686,2025-07-31,79.5,62.8,11.2,0.82,74
Hartford,41.764,-72.686,2025-08-01,63.1,60.1,9.2,7.65,93
Hartford,41.764,-72.686,2025-08-02,80.1,59.5,6.0,0.0,65
Hartford,41.764,-72.686,2025-08-03,86.2,60.4,8.5,0.0,63
Hartford,41.764,-72.686,2025-08-04,91.9,65.3,7.8,0.0,60
Juneau,58.302,-134.42,2025-07-06,48.7,43.4,5.8,0.83,97
Juneau,58.302,-134.42,2025-07-07,48.1,43.8,3.8,1.24,97
Juneau,58.302,-134.42,2025-07-08,49.0,41.5,6.0,0.29,96
Juneau,58.302,-134.42,2025-07-09,50.0,41.4,4.7,0.1,94
Juneau,58.302,-134.42,2025-07-10,53.2,42.3,7.8,0.43,92
Juneau,58.302,-134.42,2025-07-11,48.9,43.0,4.5,0.69,98
Juneau,58.302,-134.42,2025-07-12,46.9,42.4,4.3,0.42,95
Juneau,58.302,-134.42,2025-07-13,48.0,42.6,3.8,0.66,99
Juneau,58.302,-134.42,2025-07-14,61.8,42.2,3.1,0.0,78
Juneau,58.302,-134.42,2025-07-15,56.3,42.5,5.6,0.0,83
Juneau,58.302,-134.42,2025-07-16,60.9,42.9,4.5,0.0,83
Juneau,58.302,-134.42,2025-07-17,53.8,42.5,4.5,0.0,90
Juneau,58.302,-134.42,2025-07-18,60.2,42.0,4.0,0.0,84
Juneau,58.302,-134.42,2025-07-19,61.5,44.4,3.4,0.0,81
Juneau,58.302,-134.42,2025-07-20,64.4,45.3,4.5,0.0,82
Juneau,58.302,-134.42,2025-07-21,66.6,46.0,4.7,0.0,81
Juneau,58.302,-134.42,2025-07-22,61.4,46.9,4.0,0.0,88
Juneau,58.302,-134.42,2025-07-23,55.7,47.9,3.6,0.11,89
Juneau,58.302,-134.42,2025-07-24,51.7,46.3,3.6,0.21,97
Juneau,58.302,-134.42,2025-07-25,59.6,44.6,3.4,0.02,84
Juneau,58.302,-134.42,2025-07-26,61.3,43.5,4.5,0.0,79
Juneau,58.302,-134.42,2025-07-27,67.9,47.0,4.0,0.0,70
Juneau,58.302,-134.42,2025-07-28,66.6,49.7,4.7,0.0,73
Juneau,58.302,-134.42,2025-07-29,58.6,48.8,3.8,0.16,91
Juneau,58.302,-134.42,2025-07-30,64.2,50.2,4.3,0.11,86
Juneau,58.302,-134.42,2025-07-31,60.3,48.7,3.8,0.17,92
Juneau,58.302,-134.42,2025-08-01,58.8,47.1,5.4,0.41,87
Juneau,58.302,-134.42,2025-08-02,61.0,41.9,4.7,0.0,78
Juneau,58.302,-134.42,2025-08-03,51.6,44.6,4.0,0.37,91
Juneau,58.302,-134.42,2025-08-04,53.1,44.6,3.4,0.12,90
