name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Harrisburg,40.274,-76.885,2025-08-04,89.2,62.6,6.0,0.0,64
Trenton,40.217,-74.743,2025-07-06,92.5,69.2,10.3,0.0,65
Trenton,40.217,-74.743,2025-07-07,86.2,74.8,8.3,0.62,83
Trenton,40.217,-74.743,2025-07-08,92.5,76.1,12.1,0.0,80
Trenton,40.217,-74.743,2025-07-09,86.5,73.8,9.8,0.0,79
Trenton,40.217,-74.743,2025-07-10,82.0,75.0,6.3,0.17,78
Trenton,40.217,-74.743,2025-07-11,83.6,71.6,8.7,0.35,89
Trenton,40.217,-74.743,2025-07-12,85.8,74.3,6.7,0.2,85
Trenton,40.217,-74.743,2025-07-13,85.0,72.8,9.2,0.0,82
Trenton,40.217,-74.743,2025-07-14,85.4,71.1,6.5,0.0,82
Trenton,40.217,-74.743,2025-07-15,86.9,74.2,4.7,1.19,84
Trenton,40.217,-74.743,2025-07-16,87.6,74.6,10.1,0.41,85
Trenton,40.217,-74.743,2025-07-17,95.5,76.3,13.6,0.22,79
Trenton,40.217,-74.743,2025-07-18,85.5,75.4,9.8,0.0,67
Trenton,40.217,-74.743,2025-07-19,73.2,65.8,7.8,0.22,89
Trenton,40.217,-74.743,2025-07-20,91.1,74.5,11.6,0.0,81
Trenton,40.217,-74.743,2025-07-21,81.8,69.1,12.3,0.0,64
Trenton,40.217,-74.743,2025-07-22,76.1,63.1,9.6,0.0,58
Trenton,40.217,-74.743,2025-07-23,78.8,62.4,13.9,0.0,80
Trenton,40.217,-74.743,2025-07-24,92.7,67.1,9.6,0.0,64
Trenton,40.217,-74.743,2025-07-25,99.0,72.6,17.2,0.0,69
Trenton,40.217,-74.743,2025-07-26,83.6,74.1,10.5,0.51,71
Trenton,40.217,-74.743,2025-07-27,80.4,72.7,7.2,0.14,84
Trenton,40.217,-74.743,2025-07-28,93.0,72.8,7.8,0.0,79
Trenton,40.217,-74.743,2025-07-29,98.2,76.4,6.9,0.0,67
Trenton,40.217,-74.743,2025-07-30,97.9,75.4,9.6,0.0,65
Trenton,40.217,-74.743,2025-07-31,85.1,70.0,13.6,5.58,84
Trenton,40.217,-74.743,2025-08-01,70.7,61.3,17.0,4.98,96
Trenton,40.217,-74.743,2025-08-02,78.8,67.1,6.5,0.0,65
Trenton,40.217,-74.743,2025-08-03,86.4,65.1,8.3,0.0,62
Trenton,40.217,-74.743,2025-08-04,91.2,67.5,7.6,0.0,60
Lansing,42.733,-84.556,2025-07-06,85.2,75.1,15.4,1.41,76
Lansing,42.733,-84.556,2025-07-07,75.2,63.0,9.2,0.0,76
Lansing,42.733,-84.556,2025-07-08,85.3,61.1,7.8,0.0,72
Lansing,42.733,-84.556,2025-07-09,81.5,68.5,12.3,0.44,77
Lansing,42.733,-84.556,2025-07-10,80.7,64.5,8.1,0.0,79
Lansing,42.733,-84.556,2025-07-11,81.4,70.0,6.5,0.0,74
Lansing,42.733,-84.556,2025-07-12,86.1,73.4,16.8,0.0,80
Lansing,42.733,-84.556,2025-07-13,83.2,68.9,11.0,0.0,73
Lansing,42.733,-84.556,2025-07-14,87.2,62.4,6.7,0.0,65
Lansing,42.733,-84.556,2025-07-15,89.9,66.6,8.7,0.0,69
Lansing,42.733,-84.556,2025-07-16,87.1,70.6,7.2,0.0,72
Lansing,42.733,-84.556,2025-07-17,77.8,66.4,15.4,0.0,77
Lansing,42.733,-84.556,2025-07-18,76.2,58.7,9.6,0.0,71
Lansing,42.733,-84.556,2025-07-19,82.6,61.5,11.4,0.72,83
Lansing,42.733,-84.556,2025-07-20,81.6,65.8,8.7,0.24,77
Lansing,42.733,-84.556,2025-07-21,77.1,62.4,8.7,0.0,71
Lansing,42.733,-84.556,2025-07-22,82.6,56.9,9.4,0.0,64
Lansing,42.733,-84.556,2025-07-23,91.2,60.0,13.2,0.0,67
Lansing,42.733,-84.556,2025-07-24,93.0,72.7,15.2,0.54,75
Lansing,42.733,-84.556,2025-07-25,80.3,67.6,10.3,0.09,85
Lansing,42.733,-84.556,2025-07-26,78.2,66.4,10.3,0.0,83
Lansing,42.733,-84.556,2025-07-27,88.1,73.2,7.6,0.32,83
Lansing,42.733,-84.556,2025-07-28,89.2,72.7,12.3,0.0,74
Lansing,42.733,-84.556,2025-07-29,86.8,70.9,15.7,0.0,78
Lansing,42.733,-84.556,2025-07-30,83.1,67.8,12.5,0.0,73
Lansing,42.733,-84.556,2025-07-31,74.1,60.1,16.8,0.33,76
Lansing,42.733,-84.556,2025-08-01,78.6,58.6,10.3,0.0,67
Lansing,42.733,-84.556,2025-08-02,82.2,56.7,6.9,0.0,62
Lansing,42.733,-84.556,2025-08-03,84.9,61.0,7.4,0.0,62
Lansing,42.733,-84.556,2025-08-04,83.5,61.0,9.2,0.0,66
Boston,42.358,-71.06,2025-07-06,90.8,68.9,14.5,0.0,66
Boston,42.358,-71.06,2025-07-07,88.3,70.5,13.9,0.0,80
Boston,42.358,-71.06,2025-07-08,82.2,70.7,10.1,4.91,89
Boston,42.358,-71.06,2025-07-09,67.2,65.0,7.6,1.62,90
Boston,42.358,-71.06,2025-07-10,66.5,65.5,8.1,0.0,91
Boston,42.358,-71.06,2025-07-11,72.1,65.0,6.7,0.0,89
Boston,42.358,-71.06,2025-07-12,70.4,67.3,10.7,0.0,94
Boston,42.358,-71.06,2025-07-13,74.4,65.6,10.1,0.0,90
Boston,42.358,-71.06,2025-07-14,80.1,66.2,6.5,0.0,88
Boston,42.358,-71.06,2025-07-15,87.2,71.3,8.9,0.0,81
Boston,42.358,-71.06,2025-07-16,87.5,72.7,11.2,0.0,81
Boston,42.358,-71.06,2025-07-17,83.5,73.1,10.7,0.0,87
Boston,42.358,-71.06,2025-07-18,78.3,69.8,13.2,0.0,63
Boston,42.358,-71.06,2025-07-19,82.7,67.2,12.1,0.0,62
Boston,42.358,-71.06,2025-07-20,78.8,70.8,11.6,0.06,81
Boston,42.358,-71.06,2025-07-21,77.1,66.6,14.8,0.35,66
Boston,42.358,-71.06,2025-07-22,75.8,60.8,8.7,0.0,57
Boston,42.358,-71.06,2025-07-23,77.5,65.0,12.8,0.0,66
Boston,42.358,-71.06,2025-07-24,88.6,66.9,13.9,0.0,68
Boston,42.358,-71.06,2025-07-25,88.5,70.3,12.8,0.42,76
Boston,42.358,-71.06,2025-07-26,75.8,65.9,9.8,0.0,62
Boston,42.358,-71.06,2025-07-27,73.8,68.4,8.9,0.12,69
Boston,42.358,-71.06,2025-07-28,83.8,71.0,9.4,0.0,83
Boston,42.358,-71.06,2025-07-29,95.6,71.0,9.8,0.0,68
Boston,42.358,-71.06,2025-07-30,83.7,73.9,10.7,0.0,69
Boston,42.358,-71.06,2025-07-31,76.6,63.5,9.4,0.11,74
Boston,42.358,-71.06,2025-08-01,65.5,61.0,11.6,0.12,86
Boston,42.358,-71.06,2025-08-02,77.5,63.3,8.3,0.0,71
Boston,42.358,-71.06,2025-08-03,83.7,63.9,9.6,0.0,66
Boston,42.358,-71.06,2025-08-04,87.6,66.9,10.1,0.0,67
