name,lat,lon,date,maxtemp_f,mintemp_f,maxwind_mph,totalprecip_in,avghumidity
Annapolis,38.978,-76.493,2025-07-06,86.7,74.5,12.3,0.0,73
Annapolis,38.978,-76.493,2025-07-07,84.7,78.8,13.2,0.35,85
Annapolis,38.978,-76.493,2025-07-08,89.0,77.2,18.1,3.53,91
Annapolis,38.978,-76.493,2025-07-09,83.9,75.2,18.6,0.71,88
Annapolis,38.978,-76.493,2025-07-10,80.3,76.4,14.3,0.3,87
Annapolis,38.978,-76.493,2025-07-11,85.6,77.2,6.9,0.0,81
Annapolis,38.978,-76.493,2025-07-12,84.2,77.8,11.4,0.0,89
Annapolis,38.978,-76.493,2025-07-13,80.2,73.3,11.0,0.0,90
Annapolis,38.978,-76.493,2025-07-14,82.9,76.2,14.3,0.0,88
Annapolis,38.978,-76.493,2025-07-15,83.4,77.9,6.9,1.85,83
Annapolis,38.978,-76.493,2025-07-16,87.2,79.1,17.4,0.0,82
Annapolis,38.978,-76.493,2025-07-17,93.9,78.1,13.9,0.66,79
Annapolis,38.978,-76.493,2025-07-18,86.4,79.6,12.3,0.0,77
Annapolis,38.978,-76.493,2025-07-19,83.6,76.0,6.7,0.38,79
Annapolis,38.978,-76.493,2025-07-20,91.4,79.6,10.1,0.0,76
Annapolis,38.978,-76.493,2025-07-21,82.4,76.7,13.9,0.0,65
Annapolis,38.978,-76.493,2025-07-22,77.8,68.2,14.3,0.0,63
Annapolis,38.978,-76.493,2025-07-23,82.2,71.9,14.8,0.0,79
Annapolis,38.978,-76.493,2025-07-24,87.6,75.2,14.8,0.0,74
Annapolis,38.978,-76.493,2025-07-25,93.0,76.9,13.2,0.24,72
Annapolis,38.978,-76.493,2025-07-26,85.3,79.4,13.4,0.0,74
Annapolis,38.978,-76.493,2025-07-27,82.6,76.4,8.9,0.74,93
Annapolis,38.978,-76.493,2025-07-28,91.2,80.1,8.7,0.0,76
Annapolis,38.978,-76.493,2025-07-29,91.2,81.5,8.9,0.0,79
Annapolis,38.978,-76.493,2025-07-30,91.9,79.2,11.2,0.0,78
Annapolis,38.978,-76.493,2025-07-31,86.7,78.6,11.2,0.15,81
Annapolis,38.978,-76.493,2025-08-01,80.2,66.2,17.7,1.47,91
Annapolis,38.978,-76.493,2025-08-02,77.9,70.3,9.8,0.0,67
Annapolis,38.978,-76.493,2025-08-03,82.6,72.5,9.8,0.0,60
Annapolis,38.978,-76.493,2025-08-04,86.2,71.6,8.5,0.0,63
Frankfort,38.201,-84.873,2025-07-06,89.4,73.0,7.4,0.0,72
Frankfort,38.201,-84.873,2025-07-07,90.4,75.5,9.4,0.21,78
Frankfort,38.201,-84.873,2025-07-08,87.2,70.4,10.1,0.0,81
Frankfort,38.201,-84.873,2025-07-09,83.0,70.4,10.1,0.0,86
Frankfort,38.201,-84.873,2025-07-10,84.2,69.3,6.5,0.0,83
Frankfort,38.201,-84.873,2025-07-11,86.4,70.6,5.4,0.0,79
